City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Fall,Snow Fall
299,Gualeguaychu,AR,2020-04-20 00:19:47,-33.01,-58.52,72.0,53,0,1.99,clear sky,0.0,0.0
300,Chicama,PE,2020-04-20 00:19:47,-7.84,-79.15,74.73,68,16,6.87,few clouds,0.0,0.0
301,Uvalde,US,2020-04-20 00:19:48,29.37,-99.77,89.6,13,1,12.75,clear sky,0.0,0.0
302,Sur,OM,2020-04-20 00:19:48,22.57,59.53,83.8,46,1,8.32,clear sky,0.0,0.0
303,Ejido,VE,2020-04-20 00:19:48,8.55,-71.24,70.77,52,96,1.45,light rain,2.92,0.0
304,Enshi,CN,2020-04-20 00:17:06,30.3,109.48,61.57,72,100,2.51,moderate rain,8.49,0.0
305,Alice Springs,AU,2020-04-20 00:19:49,-23.7,133.88,87.8,23,1,12.75,clear sky,0.0,0.0
306,Vostok,RU,2020-04-20 00:19:49,46.49,135.88,43.72,45,100,7.34,overcast clouds,0.0,0.0
307,Kapoeta,SS,2020-04-20 00:19:49,4.77,33.59,75.02,45,100,4.81,overcast clouds,0.0,0.0
308,Ambon,ID,2020-04-20 00:19:50,-3.7,128.18,84.2,74,40,2.24,scattered clouds,0.0,0.0
309,Abu Samrah,SY,2020-04-20 00:19:50,35.3,37.18,66.85,40,54,2.98,broken clouds,0.0,0.0
310,Tautira,PF,2020-04-20 00:19:50,-17.73,-149.15,87.8,62,99,6.93,light rain,1.13,0.0
311,Tukrah,LY,2020-04-20 00:19:50,32.53,20.58,63.32,36,66,7.34,broken clouds,0.0,0.0
312,Adwa,ET,2020-04-20 00:19:51,14.16,38.9,68.27,15,96,2.89,overcast clouds,0.0,0.0
313,Ginir,ET,2020-04-20 00:19:51,7.13,40.7,59.31,56,98,4.76,light rain,0.8,0.0
314,Qinzhou,CN,2020-04-20 00:19:51,21.95,108.62,76.82,88,69,6.04,broken clouds,0.0,0.0
315,Agirish,RU,2020-04-20 00:19:51,61.92,63.02,31.6,91,41,6.22,scattered clouds,0.0,0.0
316,Norfolk,US,2020-04-20 00:17:52,42.17,-71.25,53.01,60,71,1.99,broken clouds,0.0,0.0
317,Cortez,US,2020-04-20 00:19:52,37.35,-108.59,62.6,23,75,11.41,broken clouds,0.0,0.0
318,Surt,LY,2020-04-20 00:19:52,31.21,16.59,69.75,35,96,21.07,overcast clouds,0.0,0.0
319,Sabang,ID,2020-04-20 00:17:04,5.89,95.32,83.1,75,36,8.34,scattered clouds,0.0,0.0
320,Isangel,VU,2020-04-20 00:19:52,-19.55,169.27,82.4,83,90,15.57,overcast clouds,0.0,0.0
321,Ukiah,US,2020-04-20 00:17:17,39.15,-123.21,69.8,40,1,10.29,clear sky,0.0,0.0
322,San Francisco Del Mar,MX,2020-04-20 00:19:53,16.23,-94.65,84.7,68,23,10.71,few clouds,0.0,0.0
323,Tomohon,ID,2020-04-20 00:19:53,1.33,124.84,80.6,83,20,2.24,few clouds,0.0,0.0
324,Novoagansk,RU,2020-04-20 00:19:53,61.94,76.66,39.18,81,95,5.01,overcast clouds,0.0,0.0
325,Ovsyanka,RU,2020-04-20 00:19:54,55.96,92.55,33.8,37,0,4.47,clear sky,0.0,0.0
326,Kargasok,RU,2020-04-20 00:19:54,59.06,80.86,43.61,79,100,7.52,light rain,0.15,0.0
327,Touros,BR,2020-04-20 00:19:54,-5.2,-35.46,77.0,94,20,2.24,few clouds,0.0,0.0
328,Jalu,LY,2020-04-20 00:19:25,29.03,21.55,71.15,24,38,8.03,scattered clouds,0.0,0.0
329,Yurty,RU,2020-04-20 00:19:54,56.05,97.63,31.28,74,0,9.64,clear sky,0.0,0.0
330,Navrongo,GH,2020-04-20 00:19:55,10.9,-1.09,87.21,46,93,2.35,light rain,0.87,0.0
331,Kavaratti,IN,2020-04-20 00:19:51,10.57,72.64,85.08,69,42,5.19,scattered clouds,0.0,0.0
332,Tigil,RU,2020-04-20 00:19:55,57.8,158.67,18.91,92,96,5.01,overcast clouds,0.0,0.0
333,Ust-Nera,RU,2020-04-20 00:19:55,64.57,143.2,6.84,77,91,1.95,overcast clouds,0.0,0.0
334,Dalbandin,PK,2020-04-20 00:19:56,28.89,64.41,68.88,37,84,1.61,broken clouds,0.0,0.0
335,Saint Augustine,US,2020-04-20 00:17:37,29.89,-81.31,82.4,54,40,9.17,scattered clouds,0.0,0.0
336,Merauke,ID,2020-04-20 00:16:55,-8.47,140.33,85.15,73,50,10.16,scattered clouds,0.0,0.0
337,Milkovo,RU,2020-04-20 00:19:57,54.72,158.62,26.83,79,33,5.39,scattered clouds,0.0,0.0
338,San Andres,CO,2020-04-20 00:19:57,12.58,-81.7,82.4,74,20,6.93,few clouds,0.0,0.0
339,Pervomayskoye,RU,2020-04-20 00:19:57,43.92,46.71,48.83,72,28,1.54,scattered clouds,0.0,0.0
340,Zabaykalsk,RU,2020-04-20 00:19:58,49.63,117.32,22.62,74,63,21.3,broken clouds,0.0,0.0
341,Bystrice Pod Hostynem,CZ,2020-04-20 00:19:58,49.4,17.67,39.0,61,0,1.99,clear sky,0.0,0.0
342,Samfya,ZM,2020-04-20 00:19:58,-11.36,29.56,61.23,67,42,5.19,scattered clouds,0.0,0.0
343,Jiangyou,CN,2020-04-20 00:19:58,31.77,104.72,62.65,61,99,1.83,overcast clouds,0.0,0.0
344,Yatou,CN,2020-04-20 00:19:59,37.15,122.38,52.29,73,56,20.96,light rain,0.12,0.0
345,Mogadishu,SO,2020-04-20 00:15:24,2.04,45.34,83.17,74,88,8.08,light rain,1.57,0.0
346,Opuwo,NA,2020-04-20 00:19:59,-18.06,13.84,69.42,54,57,7.16,light rain,0.69,0.0
347,Aktau,KZ,2020-04-20 00:19:59,43.65,51.2,44.6,100,90,2.24,fog,0.0,0.0
348,Binzhou,CN,2020-04-20 00:20:00,37.37,118.02,59.0,36,12,3.0,few clouds,0.0,0.0
349,Talnakh,RU,2020-04-20 00:20:00,69.49,88.4,37.4,74,100,26.84,overcast clouds,0.0,0.0
350,Bonavista,CA,2020-04-20 00:20:00,48.65,-53.11,32.4,96,100,39.48,moderate rain,5.06,0.0
351,Nisia Floresta,BR,2020-04-20 00:20:00,-6.09,-35.21,78.8,88,20,3.36,few clouds,0.0,0.0
352,Joshimath,IN,2020-04-20 00:20:01,30.57,79.57,41.97,25,89,6.4,overcast clouds,0.0,0.0
353,Bubaque,GW,2020-04-20 00:20:01,11.28,-15.83,77.02,74,75,13.06,broken clouds,0.0,0.0
354,Massaguet,TD,2020-04-20 00:20:01,12.48,15.44,86.0,11,82,6.93,broken clouds,0.0,0.0
355,Ubatuba,BR,2020-04-20 00:19:49,-23.43,-45.07,71.67,72,31,4.74,scattered clouds,0.0,0.0
356,Laguna,US,2020-04-20 00:20:02,38.42,-121.42,70.0,45,1,8.05,clear sky,0.0,0.0
357,Poum,NC,2020-04-20 00:20:02,-20.23,164.02,81.18,75,99,7.11,moderate rain,3.79,0.0
358,Brae,GB,2020-04-20 00:20:02,60.4,-1.35,42.8,80,0,2.24,clear sky,0.0,0.0
359,Geraldton,AU,2020-04-20 00:20:03,-28.77,114.6,59.0,82,0,12.75,clear sky,0.0,0.0
360,Yaring,TH,2020-04-20 00:20:03,6.87,101.37,82.04,82,40,10.13,scattered clouds,0.0,0.0
361,Santa Maria,BR,2020-04-20 00:18:59,-29.68,-53.81,68.0,64,0,4.7,clear sky,0.0,0.0
362,Maxixe,MZ,2020-04-20 00:20:03,-23.86,35.35,72.63,84,13,9.62,light rain,0.7,0.0
363,Meulaboh,ID,2020-04-20 00:20:04,4.14,96.13,78.84,83,51,3.85,broken clouds,0.0,0.0
364,Norman Wells,CA,2020-04-20 00:20:04,65.28,-126.83,30.2,58,90,2.24,overcast clouds,0.0,0.0
365,Torbay,CA,2020-04-20 00:20:04,47.67,-52.73,36.0,92,90,28.86,moderate rain,0.0,0.0
366,Moyale,KE,2020-04-20 00:20:05,3.52,39.06,67.66,66,100,4.41,light rain,0.26,0.0
367,Lappeenranta,FI,2020-04-20 00:20:05,61.06,28.19,39.2,64,83,2.24,broken clouds,0.0,0.0
368,Conceicao Do Araguaia,BR,2020-04-20 00:20:05,-8.26,-49.26,80.6,78,53,3.36,light rain,0.66,0.0
369,Port Macquarie,AU,2020-04-20 00:18:51,-31.43,152.92,68.0,79,40,3.36,scattered clouds,0.0,0.0
370,Kommunisticheskiy,RU,2020-04-20 00:20:06,61.68,64.48,31.48,94,12,6.31,few clouds,0.0,0.0
371,Sinop,TR,2020-04-20 00:20:07,41.77,34.87,51.76,55,99,2.57,overcast clouds,0.0,0.0
372,Manokwari,ID,2020-04-20 00:20:07,-0.87,134.08,84.11,68,32,1.68,scattered clouds,0.0,0.0
373,Jurmala,LV,2020-04-20 00:20:07,56.97,23.77,37.4,86,5,4.7,clear sky,0.0,0.0
374,Yar-Sale,RU,2020-04-20 00:20:08,66.83,70.83,34.12,98,100,8.01,light rain,0.32,0.0
375,Coahuayana,MX,2020-04-20 00:20:08,18.73,-103.68,82.4,58,5,11.41,clear sky,0.0,0.0
376,Quepos,CR,2020-04-20 00:20:08,9.42,-84.17,69.8,88,75,3.36,moderate rain,0.0,0.0
377,Lauria,IT,2020-04-20 00:20:09,40.05,15.84,63.0,70,100,3.06,overcast clouds,0.0,0.0
378,Shakawe,BW,2020-04-20 00:20:09,-18.37,21.85,66.25,41,27,5.61,scattered clouds,0.0,0.0
379,Komsomolskiy,UZ,2020-04-20 00:20:09,40.43,71.72,55.4,54,0,6.93,clear sky,0.0,0.0
380,Kasongo-Lunda,CD,2020-04-20 00:20:09,-6.47,16.82,70.9,74,89,0.56,overcast clouds,0.0,0.0
381,Treinta Y Tres,UY,2020-04-20 00:20:10,-33.23,-54.38,61.66,75,14,4.54,few clouds,0.0,0.0
382,Narsaq,GL,2020-04-20 00:20:10,60.92,-46.05,28.4,42,0,8.05,clear sky,0.0,0.0
383,Mount Isa,AU,2020-04-20 00:20:10,-20.73,139.5,82.4,20,75,6.93,broken clouds,0.0,0.0
384,Abonnema,NG,2020-04-20 00:20:10,4.71,6.79,77.04,85,99,2.06,overcast clouds,0.0,0.0
385,Boa Vista,BR,2020-04-20 00:18:55,2.82,-60.67,87.8,55,75,8.05,broken clouds,0.0,0.0
386,Campos Do Jordao,BR,2020-04-20 00:20:11,-22.74,-45.59,50.77,71,49,2.68,scattered clouds,0.0,0.0
387,Seydi,TM,2020-04-20 00:20:11,39.48,62.91,67.86,24,0,5.61,clear sky,0.0,0.0
388,Sao Felix Do Xingu,BR,2020-04-20 00:20:11,-6.64,-51.99,73.87,88,99,0.87,light rain,2.51,0.0
389,Port Elizabeth,ZA,2020-04-20 00:15:44,-33.92,25.57,73.4,40,29,13.87,scattered clouds,0.0,0.0
390,Newport,GB,2020-04-20 00:18:17,51.59,-3.0,48.0,79,37,1.01,scattered clouds,0.0,0.0
391,Koslan,RU,2020-04-20 00:20:12,63.46,48.9,31.17,96,100,3.2,overcast clouds,0.0,0.0
392,Huambo,AO,2020-04-20 00:20:12,-12.78,15.74,59.25,59,98,2.82,light rain,0.59,0.0
393,Palasbari,IN,2020-04-20 00:20:13,26.14,91.55,69.53,83,2,4.7,light rain,0.3,0.0
394,Pierre,US,2020-04-20 00:20:01,44.37,-100.35,48.0,70,40,8.05,scattered clouds,0.0,0.0
395,Khorramshahr,IR,2020-04-20 00:20:13,30.44,48.17,71.6,60,83,4.7,broken clouds,0.0,0.0
396,Kirakira,SB,2020-04-20 00:20:13,-10.45,161.92,84.27,73,96,3.29,light rain,1.03,0.0
397,Bayevo,RU,2020-04-20 00:20:14,53.28,80.77,48.94,50,50,2.13,scattered clouds,0.0,0.0
398,Thinadhoo,MV,2020-04-20 00:20:14,0.53,72.93,84.6,75,90,10.54,light rain,0.12,0.0
399,Karratha,AU,2020-04-20 00:20:15,-20.74,116.85,83.82,61,97,7.52,overcast clouds,0.0,0.0
400,Gao,ML,2020-04-20 00:20:16,16.64,1.64,88.36,24,36,8.77,scattered clouds,0.0,0.0
401,Okha,RU,2020-04-20 00:20:16,53.57,142.95,30.69,99,100,10.78,light snow,0.0,1.32
402,Fukue,JP,2020-04-20 00:20:16,32.69,128.84,59.0,82,75,9.17,broken clouds,0.0,0.0
403,Suzun,RU,2020-04-20 00:20:17,53.78,82.31,45.5,62,71,0.85,broken clouds,0.0,0.0
404,Ballina,AU,2020-04-20 00:20:17,-28.87,153.57,73.4,56,0,8.05,clear sky,0.0,0.0
405,Balabac,PH,2020-04-20 00:20:17,7.99,117.06,83.62,76,97,10.4,light rain,2.25,0.0
406,Sambava,MG,2020-04-20 00:20:17,-14.27,50.17,73.58,88,50,7.9,light rain,0.64,0.0
407,Kaupanger,NO,2020-04-20 00:20:18,61.18,7.24,36.93,74,25,1.7,scattered clouds,0.0,0.0
408,Wakkanai,JP,2020-04-20 00:20:18,45.41,141.67,48.2,49,100,9.17,overcast clouds,0.0,0.0
409,Douglas,US,2020-04-20 00:18:27,41.3,-96.17,60.01,33,1,4.7,clear sky,0.0,0.0
410,Balkhash,KZ,2020-04-20 00:20:18,46.84,74.98,55.45,36,0,9.44,clear sky,0.0,0.0
411,Santa Maria Del Oro,MX,2020-04-20 00:20:19,25.93,-105.37,81.46,8,26,22.91,scattered clouds,0.0,0.0
412,Filadelfia,US,2020-04-20 00:18:37,39.95,-75.16,60.01,44,75,11.41,broken clouds,0.0,0.0
413,Lianran,CN,2020-04-20 00:20:15,24.92,102.48,59.0,51,0,13.42,clear sky,0.0,0.0
414,San Cristobal,VE,2020-04-20 00:20:19,7.77,-72.22,69.76,63,90,0.92,moderate rain,4.67,0.0
415,Letlhakane,BW,2020-04-20 00:20:20,-21.42,25.58,63.25,44,0,8.21,clear sky,0.0,0.0
416,Bereda,ES,2020-04-20 00:20:20,43.27,-7.54,50.0,100,56,1.01,broken clouds,0.0,0.0
417,Oxford,GB,2020-04-20 00:17:33,51.75,-1.26,42.8,81,2,9.17,clear sky,0.0,0.0
418,Cozumel,MX,2020-04-20 00:20:20,20.51,-86.95,84.2,70,40,8.05,scattered clouds,0.0,0.0
419,Pacific Grove,US,2020-04-20 00:18:20,36.62,-121.92,62.6,55,1,11.41,clear sky,0.0,0.0
420,Derzhavinsk,KZ,2020-04-20 00:20:22,51.1,66.32,53.47,66,99,6.87,overcast clouds,0.0,0.0
